budget,genres,id,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
115000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",68724,67.33767,2013-08-07,286140700,109.0,Released,Elysium,6.4,3439
105000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2789,27.835436,2004-06-11,115772733,119.0,Released,The Chronicles of Riddick,6.3,1570
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",97020,66.757869,2014-01-30,242688965,102.0,Released,RoboCop,5.7,2342
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",7459,17.060695,2008-05-09,93945766,135.0,Released,Speed Racer,5.7,354
120000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",42888,11.137655,2010-12-17,48668907,121.0,Released,How Do You Know,4.9,223
117000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",37834,44.906918,2010-06-15,261930431,109.0,Released,Knight and Day,5.9,1547
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",75612,67.698004,2013-04-10,286168572,124.0,Released,Oblivion,6.4,4800
113000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1895,44.108427,2005-05-17,850000000,140.0,Released,Star Wars: Episode III - Revenge of the Sith,7.1,4116
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1894,43.987061,2002-05-15,649398328,142.0,Released,Star Wars: Episode II - Attack of the Clones,6.4,3992
115000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",585,106.815545,2001-11-01,562816256,92.0,Released,"Monsters, Inc.",7.5,5996
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",76170,15.953444,2013-07-23,415440673,126.0,Released,The Wolverine,6.3,4053
115000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1893,54.035265,1999-05-19,924317558,136.0,Released,Star Wars: Episode I - The Phantom Menace,6.3,4432
135000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",49519,64.183321,2013-03-20,585178928,98.0,Released,The Croods,6.8,2399
97250400,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2395,20.344364,2008-01-13,132900000,116.0,Released,Asterix at the Olympic Games,5.0,471
115000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",12100,18.714197,2002-06-14,77628265,134.0,Released,Windtalkers,5.8,341
115000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",290595,60.467984,2016-04-06,164602163,114.0,Released,The Huntsman: Winter's War,6.0,1523
125000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",98566,143.350376,2014-08-07,477200000,101.0,Released,Teenage Mutant Ninja Turtles,5.8,2636
105000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",49047,110.153618,2013-09-27,716392705,91.0,Released,Gravity,7.3,5751
116000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",9619,16.90444,1997-02-07,178127760,108.0,Released,Dante's Peak,5.7,428
135000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",308531,39.873791,2016-06-01,245623848,112.0,Released,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",166424,38.126095,2015-08-05,167977596,100.0,Released,Fantastic Four,4.4,2278
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1593,48.780039,2006-10-20,574480841,108.0,Released,Night at the Museum,6.3,2862
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",254128,100.412364,2015-05-27,470490832,114.0,Released,San Andreas,6.0,2968
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",714,42.887121,1997-12-11,333011068,119.0,Released,Tomorrow Never Dies,6.0,925
110000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",2024,23.657284,2000-06-28,215294342,165.0,Released,The Patriot,6.8,1099
110000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",163,76.840712,2004-12-09,362744280,125.0,Released,Ocean's Twelve,6.4,2124
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",787,44.635452,2005-06-07,478207520,120.0,Released,Mr. & Mrs. Smith,6.5,2965
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",262500,103.718387,2015-03-18,295238201,119.0,Released,Insurgent,6.2,3829
116000000,"[{""id"": 18, ""name"": ""Drama""}]",2567,45.616098,2004-12-17,102000000,170.0,Released,The Aviator,7.0,1489
112000000,"[{""id"": 35, ""name"": ""Comedy""}]",38745,22.845143,2010-12-25,237382724,85.0,Released,Gulliver's Travels,4.9,621
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]",40805,31.703608,2011-01-12,227817248,119.0,Released,The Green Hornet,5.5,1251
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}]",53182,71.510596,2014-03-05,337580051,102.0,Released,300: Rise of an Empire,6.1,2397
110000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",41513,36.65422,2011-07-29,563749323,103.0,Released,The Smurfs,5.5,1179
110000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",13700,19.625972,2004-04-02,103951461,76.0,Released,Home on the Range,5.7,389
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",262504,86.105615,2016-03-09,179246868,121.0,Released,Allegiant,5.9,1998
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",39254,37.195046,2011-09-28,299268508,127.0,Released,Real Steel,6.6,2692
105000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",77931,32.473628,2013-07-30,347434178,105.0,Released,The Smurfs 2,5.5,695
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1639,23.336875,1997-06-13,164508066,121.0,Released,Speed 2: Cruise Control,4.1,434
110000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",80274,45.94834,2013-10-23,125537191,114.0,Released,Ender's Game,6.6,2303
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1571,48.93337,2007-06-20,383531464,128.0,Released,Live Free or Die Hard,6.4,2089
93000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",120,138.049577,2001-12-18,871368364,178.0,Released,The Lord of the Rings: The Fellowship of the Ring,8.0,8705
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",10204,22.643776,2004-06-16,72178895,120.0,Released,Around the World in 80 Days,5.7,672
107000000,"[{""id"": 18, ""name"": ""Drama""}]",8489,18.866672,2001-12-11,87713825,157.0,Released,Ali,6.7,447
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",10588,18.251129,2003-11-21,0,82.0,Released,The Cat in the Hat,4.9,366
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2048,95.914473,2004-07-15,347234916,115.0,Released,"I, Robot",6.7,3793
130000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1495,44.490453,2005-05-03,211643158,144.0,Released,Kingdom of Heaven,6.6,1157
133000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",10137,30.475297,1999-12-17,300135367,84.0,Released,Stuart Little,5.8,959
105000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}]",10198,62.479574,2009-12-08,267045765,97.0,Released,The Princess and the Frog,6.7,1247
108000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",286217,167.93287,2015-09-30,630161890,141.0,Released,The Martian,7.6,7268
126000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1635,37.68056,2005-07-20,162949164,136.0,Released,The Island,6.5,1770
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9679,52.995628,2000-06-09,237202299,118.0,Released,Gone in Sixty Seconds,6.1,1485
103000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",98,95.301296,2000-05-01,457640427,155.0,Released,Gladiator,7.9,5439
102000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",180,65.948959,2002-06-20,358372926,145.0,Released,Minority Report,7.1,2608
100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",672,132.397737,2002-11-13,876688482,161.0,Released,Harry Potter and the Chamber of Secrets,7.4,5815
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36557,88.935165,2006-11-14,599045960,144.0,Released,Casino Royale,7.3,3855
100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",869,51.188633,2001-07-25,362211740,119.0,Released,Planet of the Apes,5.6,1243
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",280,101.74155,1991-07-01,520000000,137.0,Released,Terminator 2: Judgment Day,7.7,4185
80000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",11322,33.691694,2009-07-01,214104620,140.0,Released,Public Enemies,6.5,1344
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",4982,42.361215,2007-11-02,266465037,157.0,Released,American Gangster,7.4,1502
115000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36955,38.729418,1994-07-14,378882411,141.0,Released,True Lies,6.8,1116
100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",18487,40.597856,2009-06-11,150166126,106.0,Released,The Taking of Pelham 1 2 3,6.2,954
100000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",39451,32.389353,2010-12-21,310650585,98.0,Released,Little Fockers,5.4,1060
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",27581,24.399642,2010-08-06,170432927,107.0,Released,The Other Guys,6.1,1383
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9268,24.507987,1996-06-21,242295562,115.0,Released,Eraser,5.6,543
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",68718,82.121691,2012-12-25,425368238,165.0,Released,Django Unchained,7.8,10099
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10545,46.727941,1996-06-21,100138851,91.0,Released,The Hunchback of Notre Dame,6.8,1129
100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",11688,51.113717,2000-12-09,169327687,78.0,Released,The Emperor's New Groove,7.2,1490
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",76163,53.732892,2012-08-08,312573423,103.0,Released,The Expendables 2,6.1,2896
100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2059,58.849256,2004-11-19,347451894,131.0,Released,National Treasure,6.4,1926
100000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2486,30.863434,2006-12-14,249288105,104.0,Released,Eragon,4.9,967
100000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",16523,31.586215,2009-10-16,100086793,101.0,Released,Where the Wild Things Are,6.4,572
100000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",116711,36.711378,2013-05-15,268426634,102.0,Released,Epic,6.4,1121
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",37710,41.426678,2010-12-08,278731369,103.0,Released,The Tourist,6.0,1699
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",9946,20.652943,1999-11-24,211989043,121.0,Released,End of Days,5.5,482
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",1372,52.792678,2006-12-07,170877916,143.0,Released,Blood Diamond,7.3,2281
100000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",106646,95.007934,2013-12-25,392000694,180.0,Released,The Wolf of Wall Street,7.9,6571
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",414,48.205606,1995-05-31,336529144,121.0,Released,Batman Forever,5.2,1498
105000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",563,58.782359,1997-11-06,121214377,129.0,Released,Starship Troopers,6.7,1560
102000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",83542,73.872343,2012-10-26,130482868,172.0,Released,Cloud Atlas,6.6,2977
80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",41216,37.321848,2010-07-10,140073390,97.0,Released,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",314,32.271938,2004-07-22,82102379,104.0,Released,Catwoman,4.2,808
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",184315,76.842247,2014-07-23,243400000,99.0,Released,Hercules,5.6,1680
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9016,38.924136,2002-11-26,109578115,95.0,Released,Treasure Planet,7.2,948
100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",18162,19.38841,2009-06-05,68688831,102.0,Released,Land of the Lost,5.3,381
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",138103,61.025639,2014-08-04,206172544,127.0,Released,The Expendables 3,6.1,1795
105000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",257088,33.507289,2015-12-03,133718711,114.0,Released,Point Break,5.5,783
84000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",10214,17.815595,2005-02-18,0,94.0,Released,Son of the Mask,3.6,338
100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",205775,50.767332,2015-11-20,93820758,122.0,Released,In the Heart of the Sea,6.5,1276
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",11692,12.092241,2002-08-15,7103973,95.0,Released,The Adventures of Pluto Nash,4.4,142
100000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",22972,30.254021,2010-03-11,94882889,115.0,Released,Green Zone,6.4,717
99000000,"[{""id"": 16, ""name"": ""Animation""}]",227973,34.308098,2015-11-05,246233113,88.0,Released,The Peanuts Movie,6.5,604
98000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",1734,41.862983,2001-04-28,433013274,130.0,Released,The Mummy Returns,6.0,2206
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}]",3131,46.160048,2002-12-14,193772504,167.0,Released,Gangs of New York,7.1,1910
94000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",76758,12.516546,2011-12-15,95311434,145.0,Released,The Flowers of War,7.1,187
85000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9408,23.230851,2007-06-08,149044513,85.0,Released,Surf's Up,5.9,601
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9890,19.224754,2004-06-10,102000000,93.0,Released,The Stepford Wives,5.4,334
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",855,44.455166,2001-12-28,172989651,144.0,Released,Black Hawk Down,7.2,1811
0,"[{""id"": 35, ""name"": ""Comedy""}]",77953,16.460356,2012-08-09,104907746,85.0,Released,The Campaign,5.6,578
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",18,109.528572,1997-05-07,263920180,126.0,Released,The Fifth Element,7.3,3885
100000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",37786,18.325897,2010-05-26,288347692,146.0,Released,Sex and the City 2,5.4,426
95000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10501,37.054554,2000-03-31,76432727,89.0,Released,The Road to El Dorado,7.0,858
95000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",57800,65.229868,2012-06-26,877244782,88.0,Released,Ice Age: Continental Drift,6.2,2672
95000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",150689,101.187052,2015-03-12,543514353,105.0,Released,Cinderella,6.7,2374
65000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",7980,29.257137,2009-12-26,93525586,136.0,Released,The Lovely Bones,6.6,1065
94000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",12,85.688789,2003-05-30,940335536,100.0,Released,Finding Nemo,7.6,6122
94000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",122,123.630332,2003-12-01,1118888979,201.0,Released,The Lord of the Rings: The Return of the King,8.1,8064
79000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",121,106.914973,2002-12-18,926287400,179.0,Released,The Lord of the Rings: The Two Towers,8.0,7487
95000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",68737,63.628459,2014-12-12,114178613,102.0,Released,Seventh Son,5.2,957
115000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1995,41.498631,2001-06-11,274703340,100.0,Released,Lara Croft: Tomb Raider,5.7,2192
100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",157353,58.991388,2014-04-16,103039258,119.0,Released,Transcendence,5.9,2295
93000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",331,1.859364,2001-07-18,368780809,92.0,Released,Jurassic Park III,5.7,2077
93000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",61791,138.433168,2011-08-03,482860185,105.0,Released,Rise of the Planet of the Apes,7.0,4347
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",8204,21.436682,2008-02-14,162839667,95.0,Released,The Spiderwick Chronicles,6.3,572
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",47964,65.402595,2013-02-06,304654182,98.0,Released,A Good Day to Die Hard,5.2,3493
145000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10733,10.660441,2004-04-07,25819961,137.0,Released,The Alamo,5.8,106
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",9806,77.817571,2004-11-05,631442092,115.0,Released,The Incredibles,7.4,5152
98000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",1408,7.029308,1995-12-22,10017322,119.0,Released,Cutthroat Island,5.7,136
95000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",32657,61.121717,2010-02-01,226497209,118.0,Released,Percy Jackson & the Olympians: The Lightning Thief,6.0,2010
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",607,104.121555,1997-07-02,589390539,98.0,Released,Men in Black,6.9,4412
